article_id,link,title,main_category,category_1,category_2,category_3,category_4,suprise_r1,suprise_r2,suprise_r3,like_r1,like_r2,like_r3,c1_familiarity_r1,c1_familiarity_r2,c1_familiarity_r3,c2_familiarity_r1,c2_familiarity_r2,c2_familiarity_r3,c3_familiarity_r1,c3_familiarity_r2,c3_familiarity_r3,c4_familiarity_r1,c4_familiarity_r2,c4_familiarity_r3
257032,http://www.medicalnewstoday.com/articles/298738.php,Fish oil-diet benefits may be mediated by gut microbes,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,GastroIntestinal / Gastroenterology,Nutrition / Diet,,4,4,3,4,4,3,2,3,3,1,1,2,2,3,4,,,
256802,http://www.medicalnewstoday.com/articles/298503.php,"High sugar consumption among children relates to poor family functioning, study finds ",Nutrition / Diet,Nutrition / Diet,Pediatrics / Children's Health,Psychology / Psychiatry,,3,3,2,3,4,5,4,4,4,2,2,1,3,3,3,,,
35211,http://www.medicalnewstoday.com/articles/46451.php,Aspirin And Other NSAIDs May Not Reduce The Risk Of Colorectal Cancer In Long-term Smokers,Smoking / Quit Smoking,Smoking / Quit Smoking,Colorectal Cancer,Cancer / Oncology,,1,3,3,1,4,3,1,5,3,1,1,3,1,2,3,,,
273770,http://www.medicalnewstoday.com/articles/315889.php,Babies with gut yeast may be at risk of asthma,Respiratory / Asthma,Respiratory / Asthma,GastroIntestinal / Gastroenterology,Pediatrics / Children's Health,,5,4,2,5,3,2,2,4,3,2,4,3,3,5,1,,,
269250,http://www.medicalnewstoday.com/articles/311331.php,Study uses diverse sample to examine childhood weight's link to age of first substance use,Alcohol / Addiction / Illegal Drugs,Alcohol / Addiction / Illegal Drugs,Obesity / Weight Loss / Fitness,Pediatrics / Children's Health,,2,5,3,5,5,2,4,5,2,4,5,2,2,2,1,,,
28861,http://www.medicalnewstoday.com/articles/38408.php,"Treatment For Prostate Cancer Helps Older Men Live Longer, Versus Observation",Prostate / Prostate Cancer,Prostate / Prostate Cancer,Urology / Nephrology,Cancer / Oncology,,1,4,2,3,5,3,2,4,3,2,5,3,3,5,3,,,
27988,http://www.medicalnewstoday.com/articles/37315.php,Depression Significantly Higher Among Parents Compared To Adults Who Don't Have Children,Depression,Depression,Psychology / Psychiatry,Pediatrics / Children's Health,,4,4,5,4,5,4,5,5,2,4,4,3,4,4,4,,,
273178,http://www.medicalnewstoday.com/articles/315292.php,Every meal triggers inflammation,Diabetes,Diabetes,Nutrition / Diet,Infectious Diseases / Bacteria / Viruses,,5,3,3,4,1,3,1,2,2,5,1,2,2,1,2,,,
271654,http://www.medicalnewstoday.com/articles/313754.php,Diet success: Does brain structure play a role?,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Neurology / Neuroscience,Nutrition / Diet,,4,1,2,4,4,4,4,4,2,4,1,3,3,4,2,,,
256684,http://www.medicalnewstoday.com/articles/298382.php,"Exercise to prevent, manage diabetes is more effective for college graduates ",Diabetes,Diabetes,Obesity / Weight Loss / Fitness,Nutrition / Diet,,3,2,3,3,5,4,5,3,3,3,5,4,3,5,3,,,
268959,http://www.medicalnewstoday.com/articles/311039.php,Brains of teens with conduct disorder are different,Psychology / Psychiatry,Psychology / Psychiatry,Neurology / Neuroscience,Pediatrics / Children's Health,,5,5,5,5,5,4,2,2,1,2,2,1,4,2,2,,,
56023,http://www.medicalnewstoday.com/articles/72336.php,Study Tests Depression Treatment For Diabetes Patients,Diabetes,Depression,Diabetes,Psychology / Psychiatry,,2,3,5,4,3,5,4,1,5,3,1,2,3,2,3,,,
270610,http://www.medicalnewstoday.com/articles/312704.php,Rotten egg gas could help protect diabetics from heart complications,Diabetes,Diabetes,Heart Disease,Cardiovascular / Cardiology,,4,5,5,3,3,4,1,3,3,1,2,2,1,3,1,,,
266482,http://www.medicalnewstoday.com/articles/308504.php,Longer maternity leave linked to better infant health,Pregnancy / Obstetrics,Pregnancy / Obstetrics,Pediatrics / Children's Health,Women's Health / Gynecology,,3,1,1,3,5,4,4,2,5,4,2,4,4,2,4,,,
268470,http://www.medicalnewstoday.com/articles/310543.php,Study finds childhood fitness reduces long-term cardiovascular risks of childhood obesity,Pediatrics / Children's Health,Pediatrics / Children's Health,Obesity / Weight Loss / Fitness,Cardiovascular / Cardiology,,1,4,1,2,4,5,2,4,3,4,4,5,3,5,1,,,
4658,http://www.medicalnewstoday.com/articles/8597.php,"Child's behaviour at 10 years of age may predict risk of depression, violent tendencies and phobias later in life",Pediatrics / Children's Health,Pediatrics / Children's Health,Depression,Anxiety / Stress,,3,5,2,2,5,3,2,4,2,4,5,3,4,4,3,,,
273533,http://www.medicalnewstoday.com/articles/315651.php,Majority of Americans think childhood vaccines are safe and necessary,Public Health,Public Health,Pediatrics / Children's Health,Infectious Diseases / Bacteria / Viruses,,3,2,3,3,1,4,4,4,4,1,4,2,5,4,3,,,
271461,http://www.medicalnewstoday.com/articles/313560.php,Replacing diet beverages with water may help diabetic patients lose weight,Diabetes,Diabetes,Nutrition / Diet,Obesity / Weight Loss / Fitness,,1,1,1,4,5,3,2,5,5,4,4,5,4,4,4,,,
273663,http://www.medicalnewstoday.com/articles/315781.php,"Eating more fruits, vegetables boosts psychological well-being in just 2 weeks",Nutrition / Diet,Nutrition / Diet,Psychology / Psychiatry,Mental Health,,4,3,4,3,2,5,4,4,4,3,3,2,4,3,2,,,
273609,http://www.medicalnewstoday.com/articles/315727.php,"Whole grains may lead to a healthier gut, better immune responses",Nutrition / Diet,Nutrition / Diet,GastroIntestinal / Gastroenterology,Immune System / Vaccines,,3,2,3,3,3,2,4,5,3,3,2,4,4,1,3,,,
265218,http://www.medicalnewstoday.com/articles/307211.php,Snoring in children can affect their health,Pediatrics / Children's Health,Pediatrics / Children's Health,Sleep / Sleep Disorders / Insomnia,Respiratory / Asthma,"Ear, Nose and Throat",2,5,2,3,4,4,2,1,3,3,1,3,4,1,3,2,1,4
266733,http://www.medicalnewstoday.com/articles/308759.php,Epilepsy drug may not increase risk of birth defects,Epilepsy,Epilepsy,Bipolar,Pregnancy / Obstetrics,Pediatrics / Children's Health,3,5,3,2,1,3,3,1,1,2,2,4,4,1,2,2,1,3
64645,http://www.medicalnewstoday.com/articles/83011.php,Increased Stress Response In Infants Likely Caused By Maternal Depression And Controlling Behavior,Anxiety / Stress,Anxiety / Stress,Women's Health / Gynecology,Pediatrics / Children's Health,Depression,1,1,2,4,3,3,5,5,4,3,1,4,1,1,4,1,5,4
32302,http://www.medicalnewstoday.com/articles/42659.php,Patients With Bipolar Disorder May Benefit From Less Sugar,Bipolar,Bipolar,Depression,Psychology / Psychiatry,Nutrition / Diet,2,3,3,4,4,4,3,3,3,4,4,4,3,4,3,3,4,3
265062,http://www.medicalnewstoday.com/articles/307052.php,Researchers discover key abnormality affecting brain development in people with Down syndrome,Neurology / Neuroscience,Neurology / Neuroscience,Genetics,Pediatrics / Children's Health,Autism,2,5,4,3,2,4,3,1,2,3,1,1,3,1,3,3,1,2
266483,http://www.medicalnewstoday.com/articles/308505.php,Can videogames improve health outcomes in children?,Pediatrics / Children's Health,Pediatrics / Children's Health,Obesity / Weight Loss / Fitness,Anxiety / Stress,Smoking / Quit Smoking,5,1,5,5,5,5,3,3,4,2,5,4,2,3,4,1,1,5
269079,http://www.medicalnewstoday.com/articles/311160.php,Is 'when we eat' as important as 'what we eat'?,Nutrition / Diet,Nutrition / Diet,Hypertension,Diabetes,Obesity / Weight Loss / Fitness,3,4,1,3,4,5,3,4,5,4,3,5,4,3,5,2,4,5
68689,http://www.medicalnewstoday.com/articles/87987.php,Link Discovered Between Asthma And Depressive Disorders,Pediatrics / Children's Health,Pediatrics / Children's Health,Respiratory / Asthma,Depression,Anxiety / Stress,4,2,3,3,4,3,3,5,4,3,3,3,3,5,2,4,5,3
271774,http://www.medicalnewstoday.com/articles/313877.php,"Kids continue to consume too much salt, putting them at risk",Pediatrics / Children's Health,Pediatrics / Children's Health,Nutrition / Diet,Hypertension,Cardiovascular / Cardiology,1,1,1,3,4,3,4,4,2,4,4,3,1,4,2,2,4,2
268918,http://www.medicalnewstoday.com/articles/310996.php,Is Avocado Good for Diabetes?,Diabetes,Diabetes,Nutrition / Diet,Heart Disease,Obesity / Weight Loss / Fitness,3,1,1,4,3,5,4,4,4,4,3,4,4,3,4,4,3,4
270369,http://www.medicalnewstoday.com/articles/312462.php,"Gut bacteria, antibiotics, and the rise of type 1 diabetes",Diabetes,Diabetes,Immune System / Vaccines,Public Health,GastroIntestinal / Gastroenterology,3,1,3,4,4,3,4,4,3,4,4,2,3,4,3,3,3,2
57069,http://www.medicalnewstoday.com/articles/73552.php,Are Physicians Hesitant To Diagnose Depression?,Depression,Depression,Psychology / Psychiatry,Neurology / Neuroscience,Mental Health,2,2,2,3,4,3,2,4,2,1,4,3,1,3,3,2,4,2
271340,http://www.medicalnewstoday.com/articles/313437.php,High-protein diet curbs metabolic benefits of weight loss,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Menopause,Nutrition / Diet,Diabetes,4,2,5,4,3,5,1,1,4,1,1,2,3,4,4,4,2,3
268875,http://www.medicalnewstoday.com/articles/310952.php,"Marijuana, alcohol use may harm teens' mental health, academic outcomes",Alcohol / Addiction / Illegal Drugs,Alcohol / Addiction / Illegal Drugs,Mental Health,Psychology / Psychiatry,Pediatrics / Children's Health,1,1,2,2,4,4,5,4,3,5,3,5,5,3,4,5,2,1
271816,http://www.medicalnewstoday.com/articles/313919.php,Low vitamin B12 in pregnancy may raise offspring's diabetes risk,Pregnancy / Obstetrics,Pregnancy / Obstetrics,Diabetes,Nutrition / Diet,Pediatrics / Children's Health,2,3,1,3,2,3,4,2,4,3,4,3,4,4,4,4,2,4
38186,http://www.medicalnewstoday.com/articles/50187.php,Healthy Sun Habits In Children Encouraged By Positive Parenting,Pediatrics / Children's Health,Pediatrics / Children's Health,Public Health,Dermatology,Cancer / Oncology,1,1,2,2,1,5,5,5,2,4,5,2,4,4,2,4,4,2
273421,http://www.medicalnewstoday.com/articles/315537.php,"Anti-inflammatory diet reduces bone loss, hip fracture risk in women",Bones / Orthopedics,Bones / Orthopedics,Seniors / Aging,Women's Health / Gynecology,Nutrition / Diet,2,4,1,2,3,1,2,3,1,2,3,1,2,4,1,4,3,1
43811,http://www.medicalnewstoday.com/articles/57052.php,Panic Attacks Can Increase Complications In Diabetes Patients,Diabetes,Diabetes,Pain / Anesthetics,Depression,Psychology / Psychiatry,4,3,4,1,2,5,4,2,5,4,2,5,5,3,5,5,1,5
268969,http://www.medicalnewstoday.com/articles/311049.php,"Women's long work hours linked to alarming increases in cancer, heart disease",Women's Health / Gynecology,Women's Health / Gynecology,Cancer / Oncology,Heart Disease,Diabetes,1,4,4,1,5,3,2,2,1,4,3,1,3,3,1,4,4,1
273708,http://www.medicalnewstoday.com/articles/315826.php,'Anti-aging' hormone could unlock new treatments for kidney and heart disease,Diabetes,Diabetes,Urology / Nephrology,Endocrinology,Seniors / Aging,4,5,4,5,5,4,4,3,4,4,2,3,4,2,3,2,3,3
271266,http://www.medicalnewstoday.com/articles/313363.php,"Coca-Cola, PepsiCo funded almost 100 health organizations over 5 years",Nutrition / Diet,Nutrition / Diet,Diabetes,Obesity / Weight Loss / Fitness,Public Health,4,1,4,3,1,3,5,1,5,4,3,5,4,3,5,4,3,3
251898,http://www.medicalnewstoday.com/articles/293420.php,Just 1 hour of exercise offsets health risks of prolonged sitting,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Heart Disease,Stroke,Diabetes,5,4,4,5,3,5,2,4,4,1,4,5,1,2,4,4,2,3
267236,http://www.medicalnewstoday.com/articles/309272.php,Beer compound decreases weight gain and lowers cholesterol,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Nutrition / Diet,Cardiovascular / Cardiology,Diabetes,4,2,4,4,3,4,3,4,4,4,4,4,3,3,2,4,2,4
65626,http://www.medicalnewstoday.com/articles/84223.php,"Depression, Aging, And Proteins Made By A Virus All Linked To Heart Disease",Depression,Depression,Infectious Diseases / Bacteria / Viruses,Immune System / Vaccines,Cardiovascular / Cardiology,2,1,5,2,1,4,2,5,5,2,2,2,2,3,3,2,3,3
257021,http://www.medicalnewstoday.com/articles/298727.php,Coffee may harm cardiovascular health for young adults with mild hypertension,Hypertension,Hypertension,Cardiovascular / Cardiology,Diabetes,Nutrition / Diet,4,4,4,4,4,3,2,5,5,2,5,4,2,4,3,4,4,2
271571,http://www.medicalnewstoday.com/articles/313671.php,Restoring evolutionary fatty acid balance may curb obesity,Nutrition / Diet,Nutrition / Diet,Obesity / Weight Loss / Fitness,Diabetes,Heart Disease,2,4,2,3,5,4,3,3,4,4,3,4,4,3,1,3,3,1
271933,http://www.medicalnewstoday.com/articles/314038.php,Study links shorter sleep and sugar-sweetened drink consumption,Sleep / Sleep Disorders / Insomnia,Sleep / Sleep Disorders / Insomnia,Nutrition / Diet,Obesity / Weight Loss / Fitness,Diabetes,1,1,1,3,3,5,3,3,3,3,3,3,3,3,4,4,4,3
268784,http://www.medicalnewstoday.com/articles/310859.php,"Cigarette smoking in high school at 'all-time low,' CDC report",Pediatrics / Children's Health,Pediatrics / Children's Health,Smoking / Quit Smoking,Sexual Health / STDs,Public Health,1,4,2,2,3,4,5,3,1,4,4,2,4,4,2,5,4,3
268724,http://www.medicalnewstoday.com/articles/310799.php,Green tea compound could help treat Down syndrome,Genetics,Genetics,Pediatrics / Children's Health,Neurology / Neuroscience,Nutrition / Diet,4,5,4,4,5,4,3,3,4,2,2,3,3,4,4,3,5,4
268477,http://www.medicalnewstoday.com/articles/310550.php,Alcohol exposure during adolescence leads to chronic stress vulnerability,Pediatrics / Children's Health,Pediatrics / Children's Health,Alcohol / Addiction / Illegal Drugs,Endocrinology,Anxiety / Stress,1,2,1,1,4,1,1,2,3,1,2,3,1,1,2,1,2,3
273567,http://www.medicalnewstoday.com/articles/315685.php,Is licorice intake during pregnancy linked to ADHD in offspring?,Pregnancy / Obstetrics,Pregnancy / Obstetrics,Nutrition / Diet,ADHD / ADD,Pediatrics / Children's Health,2,4,5,2,4,3,2,3,2,2,5,2,2,5,3,2,5,1
266669,http://www.medicalnewstoday.com/articles/308695.php,Maternal smoking during pregnancy leaves its lasting mark on the child's genetic make-up,Smoking / Quit Smoking,Smoking / Quit Smoking,Pregnancy / Obstetrics,Pediatrics / Children's Health,Genetics,2,2,3,3,5,3,5,4,2,2,3,2,3,3,2,2,2,2
269214,http://www.medicalnewstoday.com/articles/311295.php,Stress contagion possible amongst students and teachers: UBC study,Psychology / Psychiatry,Psychology / Psychiatry,Anxiety / Stress,Mental Health,Pediatrics / Children's Health,2,4,1,4,3,3,3,5,3,3,5,4,3,5,4,3,2,4
267429,http://www.medicalnewstoday.com/articles/309470.php,Young adult survivors of childhood cancer report feeling middle-aged,Cancer / Oncology,Cancer / Oncology,Pediatrics / Children's Health,Pain / Anesthetics,Heart Disease,3,3,2,1,4,2,4,4,2,2,3,2,4,4,4,3,3,2
56700,http://www.medicalnewstoday.com/articles/73129.php,Genetic Variations May Predispose Some Men To Suicidal Thoughts During Treatment For Depression,Men's Health,Men's Health,Depression,Psychology / Psychiatry,Genetics,1,4,4,4,4,4,1,3,4,1,3,4,1,3,3,1,2,3
267690,http://www.medicalnewstoday.com/articles/309741.php,"Daily chocolate intake linked to lower risk of diabetes, heart disease",Nutrition / Diet,Nutrition / Diet,Diabetes,Heart Disease,Cardiovascular / Cardiology,5,5,5,5,4,5,5,2,5,4,1,4,4,1,3,4,1,3
271994,http://www.medicalnewstoday.com/articles/314099.php,High-protein diet may raise heart failure risk for older women,Nutrition / Diet,Nutrition / Diet,Heart Disease,Cardiovascular / Cardiology,Women's Health / Gynecology,4,3,4,4,1,4,5,2,2,4,2,2,4,1,2,4,2,1
41925,http://www.medicalnewstoday.com/articles/54801.php,High Bread Intake Can Double Kidney Cancer Risk,Nutrition / Diet,Nutrition / Diet,Urology / Nephrology,Cancer / Oncology,Diabetes,4,1,5,2,4,5,3,4,3,3,1,1,4,2,1,4,2,2
271104,http://www.medicalnewstoday.com/articles/313199.php,Genetic links between birth weight and adult disease,Genetics,Genetics,Diabetes,Cardiovascular / Cardiology,Heart Disease,3,2,3,3,2,4,3,2,3,1,1,4,2,2,3,1,2,4
257703,http://www.medicalnewstoday.com/articles/299431.php,Does junk food shrink your brain?,Neurology / Neuroscience,Neurology / Neuroscience,Nutrition / Diet,Alzheimer's / Dementia,Mental Health,2,5,1,3,5,3,3,1,3,4,2,3,2,1,1,4,3,4
37757,http://www.medicalnewstoday.com/articles/49588.php,Depressed Singles Benefit From Marriage The Most,Depression,Depression,Bipolar,Psychology / Psychiatry,Mental Health,4,4,3,4,4,5,2,4,5,2,3,2,1,2,5,2,3,5
266757,http://www.medicalnewstoday.com/articles/308783.php,"Controlling blood pressure, sugar, cholesterol linked to lower cardiovascular disease ",Heart Disease,Heart Disease,Hypertension,Diabetes,Cholesterol,1,2,3,1,4,4,4,3,4,5,5,4,4,4,4,4,2,4
257145,http://www.medicalnewstoday.com/articles/298855.php,Relationship between feeding and development of infants set out for parents for the first time,Nutrition / Diet,Nutrition / Diet,Pediatrics / Children's Health,Pregnancy / Obstetrics,Obesity / Weight Loss / Fitness,1,2,3,3,4,3,3,4,4,2,4,4,2,2,4,4,3,5
256568,http://www.medicalnewstoday.com/articles/298264.php,Daily coffee could improve survival for colon cancer patients,Colorectal Cancer,Colorectal Cancer,Nutrition / Diet,Cancer / Oncology,Diabetes,2,5,4,2,5,5,2,3,5,2,4,4,2,5,4,2,5,4
272069,http://www.medicalnewstoday.com/articles/314174.php,Too much fatty food could set children up for mental problems,Pediatrics / Children's Health,Pediatrics / Children's Health,Nutrition / Diet,Mental Health,Psychology / Psychiatry,2,3,3,1,4,3,2,3,2,2,4,3,2,4,3,2,5,2
269644,http://www.medicalnewstoday.com/articles/311727.php,Eat more healthy fat to reduce the risk of type 2 diabetes,Diabetes,Diabetes,Nutrition / Diet,Cardiovascular / Cardiology,Obesity / Weight Loss / Fitness,2,3,4,4,4,3,4,4,3,5,4,4,4,2,3,4,2,3
39924,http://www.medicalnewstoday.com/articles/52347.php,Fatty Fish Consumption Reduces Kidney Cancer Risk By 44%,Nutrition / Diet,Nutrition / Diet,Urology / Nephrology,Cancer / Oncology,Women's Health / Gynecology,4,4,3,5,5,3,3,3,4,2,2,2,2,2,2,3,2,1
34338,http://www.medicalnewstoday.com/articles/45351.php,"Target Women's Depression To Reduce Disability From Chronic Conditions, Suggests Study",Depression,Depression,Back Pain,Arthritis / Rheumatology,Body Aches,1,2,4,3,3,4,4,4,3,3,2,4,3,3,3,3,3,4
272000,http://www.medicalnewstoday.com/articles/314105.php,Skipping breakfast and not enough sleep can make children overweight,Pediatrics / Children's Health,Pediatrics / Children's Health,Sleep / Sleep Disorders / Insomnia,Obesity / Weight Loss / Fitness,Nutrition / Diet,4,1,4,4,2,3,5,1,2,5,2,2,4,3,3,3,3,2
273730,http://www.medicalnewstoday.com/articles/315849.php,"Abdominal fat may cause type 2 diabetes, heart disease",Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Diabetes,Cardiovascular / Cardiology,Heart Disease,2,4,1,5,4,2,4,4,4,4,3,3,4,3,3,4,3,3
57472,http://www.medicalnewstoday.com/articles/74062.php,"Advanced Cancer Patients Prone To Poor Sleep Quality, Daytime Sleepiness, Emory Study Shows",Cancer / Oncology,Cancer / Oncology,Sleep / Sleep Disorders / Insomnia,Depression,Pain / Anesthetics,1,2,3,3,4,4,2,1,4,3,4,5,4,5,4,3,2,4
273262,http://www.medicalnewstoday.com/articles/315377.php,Chewing your food could protect against infection,Immune System / Vaccines,Immune System / Vaccines,Dentistry,Nutrition / Diet,Infectious Diseases / Bacteria / Viruses,5,5,2,5,3,3,5,1,3,5,1,3,5,1,3,5,1,3
271762,http://www.medicalnewstoday.com/articles/313865.php,"Healthy living linked to higher brain function, delay of dementia",Nutrition / Diet,Nutrition / Diet,Obesity / Weight Loss / Fitness,Seniors / Aging,Alzheimer's / Dementia,1,2,4,3,4,4,5,5,3,5,4,3,3,2,1,2,1,2
30418,http://www.medicalnewstoday.com/articles/40329.php,Children More Likely To Attempt Suicide If Father Has Both Stressful And Unskilled Job,Psychology / Psychiatry,Psychology / Psychiatry,Pediatrics / Children's Health,Mental Health,Depression,5,4,2,5,3,3,1,5,3,1,2,3,2,5,3,2,5,4
273550,http://www.medicalnewstoday.com/articles/315668.php,Childhood cancer treatment may hinder later-life sexual relationships,Cancer / Oncology,Cancer / Oncology,Psychology / Psychiatry,Sexual Health / STDs,Pediatrics / Children's Health,3,4,5,5,2,4,4,3,1,4,4,3,4,4,3,4,3,2
267700,http://www.medicalnewstoday.com/articles/309753.php,Flu vaccination during pregnancy protects infants in early life,Flu / Cold / SARS,Flu / Cold / SARS,Pregnancy / Obstetrics,Immune System / Vaccines,Pediatrics / Children's Health,5,4,5,3,4,5,2,3,1,1,2,1,1,3,1,1,3,1
272764,http://www.medicalnewstoday.com/articles/314874.php,Children with higher genetic risk for obesity respond more strongly to fast food ads,Pediatrics / Children's Health,Pediatrics / Children's Health,Genetics,Obesity / Weight Loss / Fitness,Nutrition / Diet,2,3,3,3,4,4,3,2,2,3,3,3,4,3,2,4,3,4
273788,http://www.medicalnewstoday.com/articles/315907.php,Study associates proximity to oil and gas development and childhood leukemia,Pediatrics / Children's Health,Pediatrics / Children's Health,Lymphoma / Leukemia / Myeloma,Cancer / Oncology,Public Health,1,4,4,2,1,4,3,1,3,1,1,2,2,1,3,3,1,3
265203,http://www.medicalnewstoday.com/articles/307196.php,New insight into the possible risk factors associated with food allergies,Allergy,Allergy,Food Intolerance,Nutrition / Diet,Pediatrics / Children's Health,3,4,5,2,4,5,2,2,4,2,2,3,4,3,5,2,3,5
266969,http://www.medicalnewstoday.com/articles/308998.php,Rewarding children with food could lead to emotional eating,Psychology / Psychiatry,Psychology / Psychiatry,Pediatrics / Children's Health,Nutrition / Diet,Obesity / Weight Loss / Fitness,4,2,1,3,5,4,4,3,3,4,4,2,3,4,3,3,4,2
271845,http://www.medicalnewstoday.com/articles/313949.php,How does a high-protein diet aid weight loss? Study sheds light,Nutrition / Diet,Nutrition / Diet,Obesity / Weight Loss / Fitness,GastroIntestinal / Gastroenterology,Endocrinology,3,4,2,5,5,3,4,4,3,4,4,3,5,3,2,4,2,2
264845,http://www.medicalnewstoday.com/articles/306826.php,First drink? Your brain will never forget it,Alcohol / Addiction / Illegal Drugs,Alcohol / Addiction / Illegal Drugs,Neurology / Neuroscience,Pediatrics / Children's Health,Public Health,4,4,2,3,3,3,2,2,3,2,4,2,4,1,2,3,3,3
266712,http://www.medicalnewstoday.com/articles/308738.php,High-fat diet can alter the cellular body clock,Nutrition / Diet,Nutrition / Diet,Diabetes,Obesity / Weight Loss / Fitness,Cardiovascular / Cardiology,3,2,3,3,2,2,3,4,1,3,3,2,3,3,4,3,4,2
269153,http://www.medicalnewstoday.com/articles/311234.php,Obese fathers may increase daughters' breast cancer risk,Breast Cancer,Breast Cancer,Obesity / Weight Loss / Fitness,Genetics,Pediatrics / Children's Health,2,4,4,4,4,3,2,3,2,2,3,4,2,3,3,2,3,3
67341,http://www.medicalnewstoday.com/articles/86355.php,Neural Link Between Sleep Loss And Psychiatric Disorders,Sleep / Sleep Disorders / Insomnia,Sleep / Sleep Disorders / Insomnia,Psychology / Psychiatry,Neurology / Neuroscience,Depression,1,2,2,3,4,5,3,3,5,3,3,4,3,2,3,3,3,4
35307,http://www.medicalnewstoday.com/articles/46566.php,Obesity Raises Risk Of Psychiatric Disorders,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Depression,Psychology / Psychiatry,Anxiety / Stress,3,5,4,2,3,4,3,5,4,4,1,3,3,2,3,3,5,3
33841,http://www.medicalnewstoday.com/articles/44653.php,"Negative Body Image Related To Depression, Anxiety And Suicidality",Pediatrics / Children's Health,Pediatrics / Children's Health,Psychology / Psychiatry,Depression,Nutrition / Diet,1,2,2,5,4,4,1,3,2,2,3,4,1,4,4,3,3,4
272683,http://www.medicalnewstoday.com/articles/314793.php,Red cabbage microgreens could reduce risk of cardiovascular disease,Nutrition / Diet,Nutrition / Diet,Cholesterol,Cardiovascular / Cardiology,Heart Disease,5,2,4,4,4,4,5,4,3,2,3,3,3,3,4,3,2,4
269948,http://www.medicalnewstoday.com/articles/312034.php,"Higher BMI may not raise risk of heart attack, death, finds twin study",Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Cardiovascular / Cardiology,Diabetes,Genetics,3,4,2,3,5,4,3,4,3,3,1,3,3,3,3,3,1,2
268575,http://www.medicalnewstoday.com/articles/310649.php,Effects of maternal smoking continue long after birth,Smoking / Quit Smoking,Smoking / Quit Smoking,Pediatrics / Children's Health,Neurology / Neuroscience,Genetics,3,4,4,4,4,4,4,2,5,4,2,2,4,1,2,4,1,2
37864,http://www.medicalnewstoday.com/articles/49729.php,Some Low-risk Prostate Cancer Patients Overtreated,Urology / Nephrology,Urology / Nephrology,Prostate / Prostate Cancer,Cancer / Oncology,Men's Health,4,4,4,3,3,3,1,3,1,2,1,1,2,2,1,2,1,2
272536,http://www.medicalnewstoday.com/articles/314645.php,"Dietary magnesium associated with reduced risk of heart disease, stroke and diabetes",Nutrition / Diet,Nutrition / Diet,Heart Disease,Stroke,Diabetes,2,4,2,2,3,4,2,3,5,1,3,5,1,3,5,1,4,5
273411,http://www.medicalnewstoday.com/articles/315527.php,Obesity: Self-stigma may raise risk of metabolic syndrome,Obesity / Weight Loss / Fitness,Obesity / Weight Loss / Fitness,Psychology / Psychiatry,Cardiovascular / Cardiology,Diabetes,2,3,2,3,4,1,3,4,3,2,3,3,2,4,2,2,4,2
257675,http://www.medicalnewstoday.com/articles/299402.php,Cocoa flavanols may be good for your heart,Heart Disease,Heart Disease,Nutrition / Diet,Hypertension,Seniors / Aging,2,3,4,2,4,3,4,5,4,2,5,4,3,5,4,4,4,3
270443,http://www.medicalnewstoday.com/articles/312536.php,Fatty Liver: All You Need to Know About Nonalcoholic Fatty Liver Disease,Liver Disease / Hepatitis,Liver Disease / Hepatitis,Obesity / Weight Loss / Fitness,Diabetes,Hypertension,2,4,4,4,4,4,3,3,1,3,4,1,3,4,1,2,3,2
273186,http://www.medicalnewstoday.com/articles/315300.php,Why might coffee drinkers live longer? Study sheds light,Nutrition / Diet,Nutrition / Diet,Heart Disease,Cardiovascular / Cardiology,Seniors / Aging,4,3,4,5,4,4,2,4,3,1,2,3,1,3,3,1,2,3
266271,http://www.medicalnewstoday.com/articles/308290.php,Fruit juices and smoothies have 'unacceptably high' sugar content,Nutrition / Diet,Nutrition / Diet,Obesity / Weight Loss / Fitness,Dentistry,Pediatrics / Children's Health,1,2,2,3,4,4,5,3,2,5,2,2,2,2,1,2,3,1
272137,http://www.medicalnewstoday.com/articles/314242.php,Viagra may benefit heart health for men with type 2 diabetes,Heart Disease,Heart Disease,Diabetes,Sexual Health / STDs,Men's Health,3,4,3,3,4,1,4,1,2,3,1,2,3,1,3,4,1,3
273447,http://www.medicalnewstoday.com/articles/315563.php,Regular meal patterns may protect against heart disease,Nutrition / Diet,Nutrition / Diet,Cardiovascular / Cardiology,Heart Disease,Diabetes,2,3,2,3,3,1,3,3,1,2,3,1,3,2,1,3,3,1
273700,http://www.medicalnewstoday.com/articles/315818.php,Mediterranean diet enriched with virgin olive oil may protect the heart,Nutrition / Diet,Nutrition / Diet,Cardiovascular / Cardiology,Heart Disease,Cholesterol,2,2,3,4,4,5,4,4,5,4,4,2,3,1,4,3,3,3
